src_bytes,dst_bytes,rischio,timestamp
0,0,0,2023-01-17 03:32:00
1,0,1,2023-01-17 03:33:00
215,2288,0,2023-01-17 03:34:00
0,0,0,2023-01-17 03:35:00
43,132,1,2023-01-17 03:36:00
0,0,0,2023-01-17 03:37:00
0,0,0,2023-01-17 03:38:00
212,2739,0,2023-01-17 03:39:00
0,0,0,2023-01-17 03:40:00
1,0,0,2023-01-17 03:41:00
0,0,0,2023-01-17 03:42:00
0,0,0,2023-01-17 03:43:00
0,0,0,2023-01-17 03:44:00
0,0,0,2023-01-17 03:45:00
0,0,0,2023-01-17 03:46:00
0,0,0,2023-01-17 03:47:00
44,118,1,2023-01-17 03:48:00
33,87,1,2023-01-17 03:49:00
516,4,1,2023-01-17 03:50:00
1,0,0,2023-01-17 03:51:00
0,0,0,2023-01-17 03:52:00
0,0,0,2023-01-17 03:53:00
306,1075,0,2023-01-17 03:54:00
1,0,0,2023-01-17 03:55:00
0,0,0,2023-01-17 03:56:00
209,4789,0,2023-01-17 03:57:00
0,0,0,2023-01-17 03:58:00
240,2073,0,2023-01-17 03:59:00
30,0,1,2023-01-17 04:00:00
0,0,0,2023-01-17 04:01:00
0,0,0,2023-01-17 04:02:00
746,330,0,2023-01-17 04:03:00
1,0,0,2023-01-17 04:04:00
0,0,0,2023-01-17 04:05:00
0,0,0,2023-01-17 04:06:00
0,0,0,2023-01-17 04:07:00
1032,0,1,2023-01-17 04:08:00
317,682,0,2023-01-17 04:09:00
0,0,0,2023-01-17 04:10:00
209,1965,0,2023-01-17 04:11:00
0,0,0,2023-01-17 04:12:00
0,0,0,2023-01-17 04:13:00
235,2919,0,2023-01-17 04:14:00
234,6703,0,2023-01-17 04:15:00
226,1719,0,2023-01-17 04:16:00
3080,329,0,2023-01-17 04:17:00
0,0,0,2023-01-17 04:18:00
1032,0,1,2023-01-17 04:19:00
0,0,0,2023-01-17 04:20:00
286,1425,0,2023-01-17 04:21:00
0,0,0,2023-01-17 04:22:00
0,0,0,2023-01-17 04:23:00
209,3867,0,2023-01-17 04:24:00
0,0,0,2023-01-17 04:25:00
9,223,0,2023-01-17 04:26:00
0,0,0,2023-01-17 04:27:00
19,0,0,2023-01-17 04:28:00
212,5723,0,2023-01-17 04:29:00
761,330,0,2023-01-17 04:30:00
18,0,1,2023-01-17 04:31:00
0,0,0,2023-01-17 04:32:00
0,0,0,2023-01-17 04:33:00
190,33318,0,2023-01-17 04:34:00
0,0,0,2023-01-17 04:35:00
0,0,0,2023-01-17 04:36:00
0,0,0,2023-01-17 04:37:00
0,0,0,2023-01-17 04:38:00
0,0,0,2023-01-17 04:39:00
0,0,0,2023-01-17 04:40:00
315,2168,0,2023-01-17 04:41:00
227,1097,0,2023-01-17 04:42:00
8,0,1,2023-01-17 04:43:00
0,0,0,2023-01-17 04:44:00
201,468,0,2023-01-17 04:45:00
1242,2451,0,2023-01-17 04:46:00
237,374,0,2023-01-17 04:47:00
0,0,0,2023-01-17 04:48:00
0,0,0,2023-01-17 04:49:00
266,691,0,2023-01-17 04:50:00
18,0,1,2023-01-17 04:51:00
239,397,0,2023-01-17 04:52:00
312,487,0,2023-01-17 04:53:00
0,0,0,2023-01-17 04:54:00
216,6329,0,2023-01-17 04:55:00
334,0,0,2023-01-17 04:56:00
0,0,0,2023-01-17 04:57:00
147,105,1,2023-01-17 04:58:00
0,0,0,2023-01-17 04:59:00
43,126,1,2023-01-17 05:00:00
1,0,0,2023-01-17 05:01:00
304,3222,0,2023-01-17 05:02:00
45,72,1,2023-01-17 05:03:00
0,0,0,2023-01-17 05:04:00
253,1727,0,2023-01-17 05:05:00
28,0,1,2023-01-17 05:06:00
257,675,0,2023-01-17 05:07:00
0,0,0,2023-01-17 05:08:00
0,0,0,2023-01-17 05:09:00
309,367,0,2023-01-17 05:10:00
251,5199,0,2023-01-17 05:11:00
516,4,1,2023-01-17 05:12:00
270,1269,0,2023-01-17 05:13:00
240,885,0,2023-01-17 05:14:00
587,282,0,2023-01-17 05:15:00
0,0,0,2023-01-17 05:16:00
322,6340,0,2023-01-17 05:17:00
0,0,0,2023-01-17 05:18:00
2873,330,0,2023-01-17 05:19:00
501760,0,3,2023-01-17 05:20:00
0,0,0,2023-01-17 05:21:00
0,0,0,2023-01-17 05:22:00
383,0,0,2023-01-17 05:23:00
5929,0,3,2023-01-17 05:24:00
520,0,1,2023-01-17 05:25:00
977,330,0,2023-01-17 05:26:00
314,3445,0,2023-01-17 05:27:00
0,0,0,2023-01-17 05:28:00
0,0,0,2023-01-17 05:29:00
28,0,1,2023-01-17 05:30:00
216,4304,0,2023-01-17 05:31:00
0,0,0,2023-01-17 05:32:00
199,5989,0,2023-01-17 05:33:00
0,0,0,2023-01-17 05:34:00
0,0,0,2023-01-17 05:35:00
1956,335,0,2023-01-17 05:36:00
28,0,1,2023-01-17 05:37:00
2194619,0,3,2023-01-17 05:38:00
0,0,0,2023-01-17 05:39:00
314,1801,0,2023-01-17 05:40:00
292,354,0,2023-01-17 05:41:00
0,0,0,2023-01-17 05:42:00
290,762,0,2023-01-17 05:43:00
8,0,1,2023-01-17 05:44:00
0,0,0,2023-01-17 05:45:00
248,2006,0,2023-01-17 05:46:00
166,8561,0,2023-01-17 05:47:00
0,0,0,2023-01-17 05:48:00
0,0,0,2023-01-17 05:49:00
1631,399,0,2023-01-17 05:50:00
0,0,0,2023-01-17 05:51:00
182,0,1,2023-01-17 05:52:00
5558,0,3,2023-01-17 05:53:00
8,0,1,2023-01-17 05:54:00
244,454,0,2023-01-17 05:55:00
393,11280,0,2023-01-17 05:56:00
0,0,0,2023-01-17 05:57:00
12,0,0,2023-01-17 05:58:00
0,0,0,2023-01-17 05:59:00
0,0,0,2023-01-17 06:00:00
8,0,1,2023-01-17 06:01:00
8,0,1,2023-01-17 06:02:00
0,0,0,2023-01-17 06:03:00
0,0,0,2023-01-17 06:04:00
0,0,0,2023-01-17 06:05:00
1032,0,1,2023-01-17 06:06:00
350,2597,0,2023-01-17 06:07:00
239,1885,0,2023-01-17 06:08:00
348,285,0,2023-01-17 06:09:00
259,2169,0,2023-01-17 06:10:00
300,1400,0,2023-01-17 06:11:00
224,3012,0,2023-01-17 06:12:00
1139,331,0,2023-01-17 06:13:00
0,0,0,2023-01-17 06:14:00
344,2156,0,2023-01-17 06:15:00
0,0,0,2023-01-17 06:16:00
748,0,0,2023-01-17 06:17:00
0,0,0,2023-01-17 06:18:00
236,2265,0,2023-01-17 06:19:00
0,0,0,2023-01-17 06:20:00
30,0,1,2023-01-17 06:21:00
0,0,0,2023-01-17 06:22:00
0,0,0,2023-01-17 06:23:00
0,0,0,2023-01-17 06:24:00
0,0,0,2023-01-17 06:25:00
965,0,0,2023-01-17 06:26:00
28,0,1,2023-01-17 06:27:00
1,0,0,2023-01-17 06:28:00
0,0,0,2023-01-17 06:29:00
28,0,1,2023-01-17 06:30:00
45,130,1,2023-01-17 06:31:00
91,2396,0,2023-01-17 06:32:00
105,145,1,2023-01-17 06:33:00
146,105,1,2023-01-17 06:34:00
2168,402,0,2023-01-17 06:35:00
0,0,0,2023-01-17 06:36:00
248,501,0,2023-01-17 06:37:00
2159,330,0,2023-01-17 06:38:00
0,0,0,2023-01-17 06:39:00
164,458,0,2023-01-17 06:40:00
219,15128,0,2023-01-17 06:41:00
264,1254,0,2023-01-17 06:42:00
0,0,0,2023-01-17 06:43:00
339,1366,0,2023-01-17 06:44:00
0,0,0,2023-01-17 06:45:00
8737,0,3,2023-01-17 06:46:00
199,1705,0,2023-01-17 06:47:00
0,0,0,2023-01-17 06:48:00
44,77,1,2023-01-17 06:49:00
0,0,0,2023-01-17 06:50:00
303,2022,0,2023-01-17 06:51:00
0,0,0,2023-01-17 06:52:00
216,912,0,2023-01-17 06:53:00
289,327,0,2023-01-17 06:54:00
501760,0,3,2023-01-17 06:55:00
0,0,0,2023-01-17 06:56:00
307,323,0,2023-01-17 06:57:00
0,0,0,2023-01-17 06:58:00
0,0,0,2023-01-17 06:59:00
291,833,0,2023-01-17 07:00:00
224,2320,0,2023-01-17 07:01:00
333,288,0,2023-01-17 07:02:00
0,0,0,2023-01-17 07:03:00
342,386,0,2023-01-17 07:04:00
298,256,0,2023-01-17 07:05:00
1,0,0,2023-01-17 07:06:00
322,1108,0,2023-01-17 07:07:00
0,0,0,2023-01-17 07:08:00
44,73,1,2023-01-17 07:09:00
0,0,0,2023-01-17 07:10:00
8,0,1,2023-01-17 07:11:00
212,1227,0,2023-01-17 07:12:00
0,0,0,2023-01-17 07:13:00
0,0,0,2023-01-17 07:14:00
193,207,0,2023-01-17 07:15:00
338,290,0,2023-01-17 07:16:00
0,0,0,2023-01-17 07:17:00
0,0,0,2023-01-17 07:18:00
0,0,0,2023-01-17 07:19:00
0,0,0,2023-01-17 07:20:00
0,0,0,2023-01-17 07:21:00
200,10914,0,2023-01-17 07:22:00
0,0,0,2023-01-17 07:23:00
44,44,1,2023-01-17 07:24:00
1173,315,0,2023-01-17 07:25:00
0,0,0,2023-01-17 07:26:00
46,83,1,2023-01-17 07:27:00
0,0,0,2023-01-17 07:28:00
0,0,0,2023-01-17 07:29:00
0,0,0,2023-01-17 07:30:00
295,1768,0,2023-01-17 07:31:00
0,0,0,2023-01-17 07:32:00
0,0,0,2023-01-17 07:33:00
0,0,0,2023-01-17 07:34:00
231,8597,0,2023-01-17 07:35:00
209,362,0,2023-01-17 07:36:00
46,138,1,2023-01-17 07:37:00
48,48,1,2023-01-17 07:38:00
306,595,0,2023-01-17 07:39:00
59,0,0,2023-01-17 07:40:00
1032,0,1,2023-01-17 07:41:00
0,0,0,2023-01-17 07:42:00
0,0,0,2023-01-17 07:43:00
18,0,1,2023-01-17 07:44:00
287,511,0,2023-01-17 07:45:00
383,0,0,2023-01-17 07:46:00
221,275,0,2023-01-17 07:47:00
30,0,1,2023-01-17 07:48:00
0,0,0,2023-01-17 07:49:00
0,0,0,2023-01-17 07:50:00
0,0,0,2023-01-17 07:51:00
0,0,0,2023-01-17 07:52:00
227,5839,0,2023-01-17 07:53:00
6601,0,3,2023-01-17 07:54:00
0,0,0,2023-01-17 07:55:00
287,20502,0,2023-01-17 07:56:00
0,0,0,2023-01-17 07:57:00
0,0,0,2023-01-17 07:58:00
0,0,0,2023-01-17 07:59:00
8,0,1,2023-01-17 08:00:00
28,0,1,2023-01-17 08:01:00
0,0,0,2023-01-17 08:02:00
44,44,1,2023-01-17 08:03:00
224,774,0,2023-01-17 08:04:00
0,0,0,2023-01-17 08:05:00
0,0,0,2023-01-17 08:06:00
45,81,1,2023-01-17 08:07:00
256,2381,0,2023-01-17 08:08:00
45,110,1,2023-01-17 08:09:00
203,269,0,2023-01-17 08:10:00
287,74301,0,2023-01-17 08:11:00
330,1968,0,2023-01-17 08:12:00
0,0,0,2023-01-17 08:13:00
46,128,1,2023-01-17 08:14:00
0,0,0,2023-01-17 08:15:00
0,0,0,2023-01-17 08:16:00
1480,0,1,2023-01-17 08:17:00
0,0,0,2023-01-17 08:18:00
0,0,0,2023-01-17 08:19:00
332,893,0,2023-01-17 08:20:00
241,7596,0,2023-01-17 08:21:00
0,0,0,2023-01-17 08:22:00
284,296,0,2023-01-17 08:23:00
0,0,0,2023-01-17 08:24:00
0,0,0,2023-01-17 08:25:00
687,339,0,2023-01-17 08:26:00
259,398,0,2023-01-17 08:27:00
45,136,1,2023-01-17 08:28:00
0,0,0,2023-01-17 08:29:00
261,29122,0,2023-01-17 08:30:00
0,0,0,2023-01-17 08:31:00
232,260,0,2023-01-17 08:32:00
1,0,1,2023-01-17 08:33:00
0,0,0,2023-01-17 08:34:00
302,2348,0,2023-01-17 08:35:00
28,0,1,2023-01-17 08:36:00
0,0,0,2023-01-17 08:37:00
348,1170,0,2023-01-17 08:38:00
61298,0,3,2023-01-17 08:39:00
0,0,0,2023-01-17 08:40:00
46,46,1,2023-01-17 08:41:00
1234,342,0,2023-01-17 08:42:00
43,71,1,2023-01-17 08:43:00
0,0,0,2023-01-17 08:44:00
0,0,0,2023-01-17 08:45:00
0,0,0,2023-01-17 08:46:00
0,0,0,2023-01-17 08:47:00
337,1535,0,2023-01-17 08:48:00
0,0,0,2023-01-17 08:49:00
297,1380,0,2023-01-17 08:50:00
2191,0,0,2023-01-17 08:51:00
46,127,1,2023-01-17 08:52:00
0,0,0,2023-01-17 08:53:00
30,0,1,2023-01-17 08:54:00
0,0,0,2023-01-17 08:55:00
0,0,0,2023-01-17 08:56:00
34,0,1,2023-01-17 08:57:00
8,0,1,2023-01-17 08:58:00
8,0,1,2023-01-17 08:59:00
1,74,1,2023-01-17 09:00:00
0,0,0,2023-01-17 09:01:00
258,278,0,2023-01-17 09:02:00
0,0,0,2023-01-17 09:03:00
0,0,0,2023-01-17 09:04:00
269,9317,0,2023-01-17 09:05:00
219,557,0,2023-01-17 09:06:00
0,0,0,2023-01-17 09:07:00
225,1364,0,2023-01-17 09:08:00
0,0,0,2023-01-17 09:09:00
18,0,1,2023-01-17 09:10:00
0,0,0,2023-01-17 09:11:00
148,10344,0,2023-01-17 09:12:00
0,0,0,2023-01-17 09:13:00
328,1579,0,2023-01-17 09:14:00
44,44,1,2023-01-17 09:15:00
0,0,0,2023-01-17 09:16:00
215,817,0,2023-01-17 09:17:00
0,0,0,2023-01-17 09:18:00
0,0,0,2023-01-17 09:19:00
0,0,0,2023-01-17 09:20:00
1470,0,0,2023-01-17 09:21:00
0,0,0,2023-01-17 09:22:00
30,0,1,2023-01-17 09:23:00
262,11785,0,2023-01-17 09:24:00
298,290,0,2023-01-17 09:25:00
235,917,0,2023-01-17 09:26:00
402,5324,0,2023-01-17 09:27:00
0,0,0,2023-01-17 09:28:00
0,0,0,2023-01-17 09:29:00
278,1747,0,2023-01-17 09:30:00
0,0,0,2023-01-17 09:31:00
251,1070,0,2023-01-17 09:32:00
0,0,0,2023-01-17 09:33:00
18,0,1,2023-01-17 09:34:00
0,0,0,2023-01-17 09:35:00
30,0,1,2023-01-17 09:36:00
0,0,0,2023-01-17 09:37:00
45,70,1,2023-01-17 09:38:00
327,1041,0,2023-01-17 09:39:00
6,0,0,2023-01-17 09:40:00
0,0,0,2023-01-17 09:41:00
10,288,0,2023-01-17 09:42:00
9,37,0,2023-01-17 09:43:00
0,0,0,2023-01-17 09:44:00
0,0,0,2023-01-17 09:45:00
105,145,1,2023-01-17 09:46:00
8,0,1,2023-01-17 09:47:00
275,546,0,2023-01-17 09:48:00
42,42,1,2023-01-17 09:49:00
330,717,0,2023-01-17 09:50:00
1,0,0,2023-01-17 09:51:00
8,0,1,2023-01-17 09:52:00
0,0,0,2023-01-17 09:53:00
1032,0,1,2023-01-17 09:54:00
45,45,1,2023-01-17 09:55:00
54540,8314,3,2023-01-17 09:56:00
357,1695,0,2023-01-17 09:57:00
1020,2201,0,2023-01-17 09:58:00
0,0,0,2023-01-17 09:59:00
0,0,0,2023-01-17 10:00:00
641,0,0,2023-01-17 10:01:00
0,0,0,2023-01-17 10:02:00
383,0,0,2023-01-17 10:03:00
6601,0,3,2023-01-17 10:04:00
0,0,0,2023-01-17 10:05:00
30,90,1,2023-01-17 10:06:00
28,0,1,2023-01-17 10:07:00
0,0,0,2023-01-17 10:08:00
318,821,0,2023-01-17 10:09:00
36,130,0,2023-01-17 10:10:00
0,0,0,2023-01-17 10:11:00
217,3669,0,2023-01-17 10:12:00
109,45,1,2023-01-17 10:13:00
0,0,0,2023-01-17 10:14:00
33,33,1,2023-01-17 10:15:00
0,0,0,2023-01-17 10:16:00
45,76,1,2023-01-17 10:17:00
145,32395,0,2023-01-17 10:18:00
241,777,0,2023-01-17 10:19:00
1,0,0,2023-01-17 10:20:00
312,7764,0,2023-01-17 10:21:00
0,0,0,2023-01-17 10:22:00
0,0,0,2023-01-17 10:23:00
659,336,0,2023-01-17 10:24:00
0,0,0,2023-01-17 10:25:00
328,12884,0,2023-01-17 10:26:00
255,1712,0,2023-01-17 10:27:00
28,0,1,2023-01-17 10:28:00
188,265,0,2023-01-17 10:29:00
0,0,0,2023-01-17 10:30:00
1489,4152,0,2023-01-17 10:31:00
30,0,1,2023-01-17 10:32:00
0,0,0,2023-01-17 10:33:00
0,0,0,2023-01-17 10:34:00
334,0,0,2023-01-17 10:35:00
334,0,0,2023-01-17 10:36:00
334,0,0,2023-01-17 10:37:00
0,0,0,2023-01-17 10:38:00
211,2131,0,2023-01-17 10:39:00
1032,0,1,2023-01-17 10:40:00
491,0,0,2023-01-17 10:41:00
0,0,0,2023-01-17 10:42:00
8,0,1,2023-01-17 10:43:00
0,0,0,2023-01-17 10:44:00
0,0,0,2023-01-17 10:45:00
147,105,1,2023-01-17 10:46:00
0,0,0,2023-01-17 10:47:00
44,44,1,2023-01-17 10:48:00
147,105,1,2023-01-17 10:49:00
2194619,0,3,2023-01-17 10:50:00
0,0,0,2023-01-17 10:51:00
8,0,1,2023-01-17 10:52:00
44,130,1,2023-01-17 10:53:00
242,5658,0,2023-01-17 10:54:00
0,0,0,2023-01-17 10:55:00
201,458,0,2023-01-17 10:56:00
59,0,0,2023-01-17 10:57:00
0,0,0,2023-01-17 10:58:00
0,0,0,2023-01-17 10:59:00
221,599,0,2023-01-17 11:00:00
146,105,1,2023-01-17 11:01:00
0,0,0,2023-01-17 11:02:00
0,0,0,2023-01-17 11:03:00
0,0,0,2023-01-17 11:04:00
193,412,0,2023-01-17 11:05:00
0,0,0,2023-01-17 11:06:00
0,0,0,2023-01-17 11:07:00
8,0,1,2023-01-17 11:08:00
1479,331,0,2023-01-17 11:09:00
45,135,1,2023-01-17 11:10:00
377,14319,0,2023-01-17 11:11:00
0,0,0,2023-01-17 11:12:00
18,0,1,2023-01-17 11:13:00
0,0,0,2023-01-17 11:14:00
0,0,0,2023-01-17 11:15:00
0,0,0,2023-01-17 11:16:00
44,130,1,2023-01-17 11:17:00
236,296,0,2023-01-17 11:18:00
0,0,0,2023-01-17 11:19:00
28,0,1,2023-01-17 11:20:00
336,1454,0,2023-01-17 11:21:00
0,0,0,2023-01-17 11:22:00
355,2142,0,2023-01-17 11:23:00
0,0,0,2023-01-17 11:24:00
0,0,0,2023-01-17 11:25:00
213,12863,0,2023-01-17 11:26:00
0,0,0,2023-01-17 11:27:00
331,6162,0,2023-01-17 11:28:00
0,0,0,2023-01-17 11:29:00
317,1927,0,2023-01-17 11:30:00
44,73,1,2023-01-17 11:31:00
0,0,0,2023-01-17 11:32:00
0,0,0,2023-01-17 11:33:00
854,0,0,2023-01-17 11:34:00
748,0,0,2023-01-17 11:35:00
1759,334,0,2023-01-17 11:36:00
0,0,0,2023-01-17 11:37:00
1794,279,0,2023-01-17 11:38:00
0,0,0,2023-01-17 11:39:00
0,0,0,2023-01-17 11:40:00
0,0,0,2023-01-17 11:41:00
1032,0,1,2023-01-17 11:42:00
178,3118,0,2023-01-17 11:43:00
147,105,1,2023-01-17 11:44:00
1032,0,1,2023-01-17 11:45:00
266,5230,0,2023-01-17 11:46:00
0,0,0,2023-01-17 11:47:00
334,634,0,2023-01-17 11:48:00
1235,2449,0,2023-01-17 11:49:00
335,1063,0,2023-01-17 11:50:00
0,0,0,2023-01-17 11:51:00
0,0,0,2023-01-17 11:52:00
0,0,0,2023-01-17 11:53:00
199,1533,0,2023-01-17 11:54:00
200,308,0,2023-01-17 11:55:00
246,1667,0,2023-01-17 11:56:00
180,1977,0,2023-01-17 11:57:00
0,0,0,2023-01-17 11:58:00
45,45,1,2023-01-17 11:59:00
0,0,0,2023-01-17 12:00:00
227,314,0,2023-01-17 12:01:00
44,44,1,2023-01-17 12:02:00
0,0,0,2023-01-17 12:03:00
46,46,1,2023-01-17 12:04:00
43,76,1,2023-01-17 12:05:00
0,0,0,2023-01-17 12:06:00
29,29,1,2023-01-17 12:07:00
0,0,0,2023-01-17 12:08:00
0,0,0,2023-01-17 12:09:00
0,0,0,2023-01-17 12:10:00
0,0,0,2023-01-17 12:11:00
185,13635,0,2023-01-17 12:12:00
259,1001,0,2023-01-17 12:13:00
0,0,0,2023-01-17 12:14:00
0,0,0,2023-01-17 12:15:00
0,0,0,2023-01-17 12:16:00
0,0,0,2023-01-17 12:17:00
0,0,0,2023-01-17 12:18:00
46,139,1,2023-01-17 12:19:00
1,0,0,2023-01-17 12:20:00
0,0,0,2023-01-17 12:21:00
0,0,0,2023-01-17 12:22:00
1009,327,0,2023-01-17 12:23:00
0,0,0,2023-01-17 12:24:00
42,42,1,2023-01-17 12:25:00
0,0,0,2023-01-17 12:26:00
259,0,0,2023-01-17 12:27:00
726,339,0,2023-01-17 12:28:00
243,1058,0,2023-01-17 12:29:00
308,1380,0,2023-01-17 12:30:00
246,346,0,2023-01-17 12:31:00
208,2241,0,2023-01-17 12:32:00
246,2195,0,2023-01-17 12:33:00
78,0,1,2023-01-17 12:34:00
0,0,0,2023-01-17 12:35:00
210,1733,0,2023-01-17 12:36:00
230,2196,0,2023-01-17 12:37:00
0,0,0,2023-01-17 12:38:00
0,0,0,2023-01-17 12:39:00
0,0,0,2023-01-17 12:40:00
1041,326,0,2023-01-17 12:41:00
22,0,0,2023-01-17 12:42:00
0,4,0,2023-01-17 12:43:00
0,0,0,2023-01-17 12:44:00
0,0,0,2023-01-17 12:45:00
28,0,1,2023-01-17 12:46:00
239,128,0,2023-01-17 12:47:00
311,1628,0,2023-01-17 12:48:00
0,0,0,2023-01-17 12:49:00
205,1108,0,2023-01-17 12:50:00
0,0,0,2023-01-17 12:51:00
0,0,0,2023-01-17 12:52:00
0,0,0,2023-01-17 12:53:00
0,0,0,2023-01-17 12:54:00
0,0,0,2023-01-17 12:55:00
323,2999,0,2023-01-17 12:56:00
0,0,0,2023-01-17 12:57:00
0,0,0,2023-01-17 12:58:00
1158,325,0,2023-01-17 12:59:00
0,0,0,2023-01-17 13:00:00
0,0,0,2023-01-17 13:01:00
0,0,0,2023-01-17 13:02:00
294,1600,0,2023-01-17 13:03:00
1086,334,0,2023-01-17 13:04:00
10044,0,3,2023-01-17 13:05:00
215,1469,0,2023-01-17 13:06:00
232,1075,0,2023-01-17 13:07:00
1,0,1,2023-01-17 13:08:00
305,3222,0,2023-01-17 13:09:00
44,71,1,2023-01-17 13:10:00
206,1680,0,2023-01-17 13:11:00
44,115,1,2023-01-17 13:12:00
0,0,0,2023-01-17 13:13:00
0,0,0,2023-01-17 13:14:00
331,868,0,2023-01-17 13:15:00
233,19796,0,2023-01-17 13:16:00
641,0,0,2023-01-17 13:17:00
46,112,1,2023-01-17 13:18:00
359,779,0,2023-01-17 13:19:00
0,0,0,2023-01-17 13:20:00
45,75,1,2023-01-17 13:21:00
2194619,0,3,2023-01-17 13:22:00
0,0,0,2023-01-17 13:23:00
323,5340,0,2023-01-17 13:24:00
258,8705,0,2023-01-17 13:25:00
46,46,1,2023-01-17 13:26:00
0,0,0,2023-01-17 13:27:00
0,0,0,2023-01-17 13:28:00
298,1108,0,2023-01-17 13:29:00
0,0,0,2023-01-17 13:30:00
105,0,1,2023-01-17 13:31:00
0,0,0,2023-01-17 13:32:00
0,0,0,2023-01-17 13:33:00
48,473,0,2023-01-17 13:34:00
0,0,0,2023-01-17 13:35:00
1032,0,1,2023-01-17 13:36:00
279,1026,0,2023-01-17 13:37:00
324,456,0,2023-01-17 13:38:00
0,0,0,2023-01-17 13:39:00
224,2109,0,2023-01-17 13:40:00
0,0,0,2023-01-17 13:41:00
2867,330,0,2023-01-17 13:42:00
241,256,0,2023-01-17 13:43:00
0,0,0,2023-01-17 13:44:00
209,873,0,2023-01-17 13:45:00
0,0,0,2023-01-17 13:46:00
7940,0,3,2023-01-17 13:47:00
660,331,0,2023-01-17 13:48:00
0,0,0,2023-01-17 13:49:00
268,2238,0,2023-01-17 13:50:00
154,19175,0,2023-01-17 13:51:00
43,43,1,2023-01-17 13:52:00
313,29165,0,2023-01-17 13:53:00
0,0,0,2023-01-17 13:54:00
852,0,0,2023-01-17 13:55:00
45,123,1,2023-01-17 13:56:00
0,0,0,2023-01-17 13:57:00
0,0,0,2023-01-17 13:58:00
1032,0,1,2023-01-17 13:59:00
1633,483,0,2023-01-17 14:00:00
516,4,1,2023-01-17 14:01:00
145,105,1,2023-01-17 14:02:00
222,10496,0,2023-01-17 14:03:00
0,0,0,2023-01-17 14:04:00
328,2793,0,2023-01-17 14:05:00
0,0,0,2023-01-17 14:06:00
0,0,0,2023-01-17 14:07:00
334,279,0,2023-01-17 14:08:00
310,1686,0,2023-01-17 14:09:00
8,0,1,2023-01-17 14:10:00
317,756,0,2023-01-17 14:11:00
0,0,0,2023-01-17 14:12:00
1032,0,1,2023-01-17 14:13:00
8,0,1,2023-01-17 14:14:00
163,19076,0,2023-01-17 14:15:00
0,0,0,2023-01-17 14:16:00
0,0,0,2023-01-17 14:17:00
206,2398,0,2023-01-17 14:18:00
276,2543,0,2023-01-17 14:19:00
0,0,0,2023-01-17 14:20:00
1372,401,0,2023-01-17 14:21:00
0,0,0,2023-01-17 14:22:00
146,105,1,2023-01-17 14:23:00
35,130,0,2023-01-17 14:24:00
105,146,1,2023-01-17 14:25:00
43,145,1,2023-01-17 14:26:00
0,0,0,2023-01-17 14:27:00
0,0,0,2023-01-17 14:28:00
218,396,0,2023-01-17 14:29:00
947,330,0,2023-01-17 14:30:00
0,0,0,2023-01-17 14:31:00
6,28,0,2023-01-17 14:32:00
44,131,1,2023-01-17 14:33:00
334,0,0,2023-01-17 14:34:00
0,0,0,2023-01-17 14:35:00
0,0,0,2023-01-17 14:36:00
0,0,0,2023-01-17 14:37:00
0,0,0,2023-01-17 14:38:00
0,0,0,2023-01-17 14:39:00
1,0,1,2023-01-17 14:40:00
9784,325,3,2023-01-17 14:41:00
1,0,0,2023-01-17 14:42:00
318,525,0,2023-01-17 14:43:00
2194619,0,3,2023-01-17 14:44:00
18,0,1,2023-01-17 14:45:00
0,0,0,2023-01-17 14:46:00
301,480,0,2023-01-17 14:47:00
1,0,1,2023-01-17 14:48:00
197,27919,0,2023-01-17 14:49:00
147,105,1,2023-01-17 14:50:00
263,8020,0,2023-01-17 14:51:00
0,0,0,2023-01-17 14:52:00
0,0,0,2023-01-17 14:53:00
204,377,0,2023-01-17 14:54:00
300,1195,0,2023-01-17 14:55:00
44,125,1,2023-01-17 14:56:00
0,0,0,2023-01-17 14:57:00
2201,280,0,2023-01-17 14:58:00
133,0,1,2023-01-17 14:59:00
0,0,0,2023-01-17 15:00:00
0,0,0,2023-01-17 15:01:00
309,10929,0,2023-01-17 15:02:00
0,0,0,2023-01-17 15:03:00
147,105,1,2023-01-17 15:04:00
0,0,0,2023-01-17 15:05:00
0,0,0,2023-01-17 15:06:00
230,10113,0,2023-01-17 15:07:00
44,44,1,2023-01-17 15:08:00
241,1429,0,2023-01-17 15:09:00
2095,333,0,2023-01-17 15:10:00
46,86,1,2023-01-17 15:11:00
1787,327,0,2023-01-17 15:12:00
1,0,0,2023-01-17 15:13:00
737,112155,0,2023-01-17 15:14:00
304,1762,0,2023-01-17 15:15:00
0,0,0,2023-01-17 15:16:00
0,0,0,2023-01-17 15:17:00
0,0,0,2023-01-17 15:18:00
1470,0,0,2023-01-17 15:19:00
0,0,0,2023-01-17 15:20:00
491,0,0,2023-01-17 15:21:00
245,0,0,2023-01-17 15:22:00
43,132,1,2023-01-17 15:23:00
308,1018,0,2023-01-17 15:24:00
0,0,0,2023-01-17 15:25:00
0,0,0,2023-01-17 15:26:00
36,0,1,2023-01-17 15:27:00
42,74,1,2023-01-17 15:28:00
0,0,0,2023-01-17 15:29:00
3617,282,0,2023-01-17 15:30:00
105,146,1,2023-01-17 15:31:00
187,887,0,2023-01-17 15:32:00
4892,0,0,2023-01-17 15:33:00
1,0,0,2023-01-17 15:34:00
10389,0,3,2023-01-17 15:35:00
11214,1551,3,2023-01-17 15:36:00
